strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rsi2,BWXT,2025-08-20,164.6481,163.1723,1.4759,2025-08-20,163.1723,same_day_stop_loss_red_candle,60,9878.89,-88.55,-0.008964,-1.0,-2.3243,0.1622,0,90.0,setup_rsi2=1.12; next_open_entry; avg_value_10=212.9913M; adr20=3.0991; close_gt_ma50=True
rsi2,BMNR,2025-08-20,50.2652,47.756,2.5093,2025-08-21,47.756,stop_loss,198,9952.52,-496.83,-0.04992,-1.0,-1.2072,0.8526,1,99.0,setup_rsi2=4.24; next_open_entry; avg_value_10=4644.4077M; adr20=14.9000; close_gt_ma50=True
rsi2,TLN,2025-08-21,360.0,351.0,9.0,2025-08-22,351.0,stop_loss,27,9720.0,-243.0,-0.025,-1.0,-1.2378,0.8856,1,92.0,setup_rsi2=1.45; next_open_entry; avg_value_10=282.4336M; adr20=3.7456; close_gt_ma50=True
rsi2,TLN,2025-08-22,357.86,357.47,0.39,2025-08-22,357.47,same_day_stop_loss_red_candle,27,9662.22,-10.53,-0.00109,-1.0,-23.0779,15.8469,0,90.0,setup_rsi2=1.08; next_open_entry; avg_value_10=287.9846M; adr20=3.7528; close_gt_ma50=True
rsi2,RBLX,2025-08-18,115.46,112.0,3.46,2025-08-25,124.81,hold_5d_exit,86,9929.56,804.1,0.08098,2.7023,-0.9653,3.4942,5,92.0,setup_rsi2=2.04; next_open_entry; avg_value_10=1102.0978M; adr20=5.1466; close_gt_ma50=True
rsi2,RGTI,2025-08-22,14.185,14.175,0.01,2025-08-25,14.175,stop_loss,704,9986.24,-7.04,-0.000705,-1.0,-36.4992,78.4982,1,95.0,setup_rsi2=3.67; next_open_entry; avg_value_10=674.7693M; adr20=8.3332; close_gt_ma50=True
rsi2,COUR,2025-08-22,11.27,11.155,0.115,2025-08-25,11.155,stop_loss,888,10007.76,-102.12,-0.010204,-1.0,-1.2174,2.1304,1,90.0,setup_rsi2=3.86; next_open_entry; avg_value_10=30.3696M; adr20=4.3684; close_gt_ma50=True
rsi2,AU,2025-08-20,49.9939,49.946,0.048,2025-08-27,53.8783,hold_5d_exit,199,9948.79,772.99,0.077697,80.9883,-1.3999,84.0327,5,90.0,setup_rsi2=1.06; next_open_entry; avg_value_10=118.5494M; adr20=3.3035; close_gt_ma50=True
rsi2,MP,2025-08-21,68.21,66.08,2.13,2025-08-28,73.5,hold_5d_exit,146,9958.66,772.34,0.077555,2.4836,-1.5916,3.3897,5,98.0,setup_rsi2=3.99; next_open_entry; avg_value_10=1002.9309M; adr20=6.7886; close_gt_ma50=True
rsi2,JOBY,2025-08-21,14.965,14.1,0.865,2025-08-28,14.27,hold_5d_exit,667,9981.66,-463.56,-0.046442,-0.8035,-0.941,0.6301,5,95.0,setup_rsi2=1.84; next_open_entry; avg_value_10=414.2570M; adr20=8.0531; close_gt_ma50=True
rsi2,CLS,2025-08-21,183.29,173.23,10.06,2025-08-28,212.33,hold_5d_exit,54,9897.66,1568.16,0.158438,2.8867,-0.4254,3.1153,5,95.0,setup_rsi2=2.12; next_open_entry; avg_value_10=584.8448M; adr20=5.2482; close_gt_ma50=True
rsi2,LTBR,2025-08-21,13.92,12.93,0.99,2025-08-28,15.54,hold_5d_exit,716,9966.72,1159.92,0.116379,1.6364,-0.2424,3.1414,5,94.0,setup_rsi2=4.53; next_open_entry; avg_value_10=29.1951M; adr20=9.6837; close_gt_ma50=True
rsi2,PLTR,2025-08-21,157.17,142.34,14.83,2025-08-28,158.12,hold_5d_exit,63,9901.71,59.85,0.006044,0.0641,-0.526,0.4066,5,93.0,setup_rsi2=0.90; next_open_entry; avg_value_10=14428.5161M; adr20=4.0879; close_gt_ma50=True
rsi2,BWXT,2025-08-21,163.5412,161.2178,2.3235,2025-08-28,165.3661,hold_5d_exit,61,9976.01,111.32,0.011159,0.7854,-0.5665,1.618,5,90.0,setup_rsi2=0.69; next_open_entry; avg_value_10=210.2281M; adr20=3.1155; close_gt_ma50=True
rsi2,FFAI,2025-08-22,2.27,2.15,0.12,2025-08-29,2.23,hold_5d_exit,4406,10001.62,-176.24,-0.017621,-0.3333,-0.5833,1.9167,5,92.0,setup_rsi2=4.09; next_open_entry; avg_value_10=37.4908M; adr20=11.9475; close_gt_ma50=True
rsi2,TLN,2025-08-25,358.5,348.86,9.64,2025-09-02,375.15,hold_5d_exit,27,9679.5,449.55,0.046443,1.7272,-0.5664,3.7085,6,90.0,setup_rsi2=0.78; next_open_entry; avg_value_10=270.0686M; adr20=3.7136; close_gt_ma50=True
rsi2,WLDN,2025-09-03,107.15,105.94,1.21,2025-09-03,105.94,same_day_stop_loss_red_candle,93,9964.95,-112.53,-0.011293,-1.0,-4.9091,0.4297,0,96.0,setup_rsi2=4.35; next_open_entry; avg_value_10=53.8294M; adr20=5.9838; close_gt_ma50=True
rsi2,WLDN,2025-09-04,103.86,101.21,2.65,2025-09-04,101.21,same_day_stop_loss_red_candle,96,9970.56,-254.4,-0.025515,-1.0,-1.0075,0.1283,0,96.0,setup_rsi2=2.34; next_open_entry; avg_value_10=52.9006M; adr20=5.8029; close_gt_ma50=True
rsi2,EVLV,2025-09-04,7.97,7.841,0.129,2025-09-04,7.841,same_day_stop_loss_red_candle,1259,10034.23,-162.41,-0.016186,-1.0,-1.3178,0.4264,0,94.0,setup_rsi2=4.08; next_open_entry; avg_value_10=25.6440M; adr20=5.3187; close_gt_ma50=True
rsi2,WLDN,2025-09-05,103.63,101.19,2.44,2025-09-05,101.19,same_day_stop_loss_red_candle,96,9948.48,-234.24,-0.023545,-1.0,-3.1271,0.2459,0,95.0,setup_rsi2=1.94; next_open_entry; avg_value_10=52.7494M; adr20=6.0198; close_gt_ma50=True
rsi2,APLD,2025-09-05,14.69,14.055,0.635,2025-09-05,14.055,same_day_stop_loss_red_candle,683,10033.27,-433.7,-0.043227,-1.0,-1.6,0.211,0,92.0,setup_rsi2=2.26; next_open_entry; avg_value_10=368.3085M; adr20=8.1125; close_gt_ma50=True
rsi2,WLDN,2025-09-08,99.85,96.0,3.85,2025-09-09,96.0,stop_loss,100,9985.0,-385.0,-0.038558,-1.0,-1.5714,0.4104,1,95.0,setup_rsi2=0.59; next_open_entry; avg_value_10=49.8081M; adr20=5.4409; close_gt_ma50=True
rsi2,TDUP,2025-09-03,10.31,10.21,0.1,2025-09-10,10.8,hold_5d_exit,972,10021.32,476.28,0.047527,4.9,-2.09,15.8999,5,98.0,setup_rsi2=4.16; next_open_entry; avg_value_10=28.3876M; adr20=5.5699; close_gt_ma50=True
rsi2,UAMY,2025-09-03,4.38,4.14,0.24,2025-09-10,4.71,hold_5d_exit,2289,10025.82,755.37,0.075342,1.375,-0.5417,2.5833,5,97.0,setup_rsi2=4.90; next_open_entry; avg_value_10=28.9359M; adr20=9.2389; close_gt_ma50=True
rsi2,PGEN,2025-09-10,4.12,4.02,0.1,2025-09-10,4.02,same_day_stop_loss_red_candle,2437,10040.44,-243.7,-0.024272,-1.0,-2.3,0.9,0,99.0,setup_rsi2=4.66; next_open_entry; avg_value_10=37.2008M; adr20=11.6867; close_gt_ma50=True
rsi2,LQDA,2025-09-11,27.3,27.26,0.04,2025-09-11,27.26,same_day_stop_loss_red_candle,368,10046.4,-14.72,-0.001465,-1.0,-14.7504,8.5002,0,95.0,setup_rsi2=4.42; next_open_entry; avg_value_10=61.9764M; adr20=4.6976; close_gt_ma50=True
rsi2,EVLV,2025-09-05,7.96,7.8,0.16,2025-09-12,7.8,stop_loss,1260,10029.6,-201.6,-0.0201,-1.0,-1.4375,5.25,5,94.0,setup_rsi2=2.56; next_open_entry; avg_value_10=25.4221M; adr20=5.3149; close_gt_ma50=True
rsi2,PGEN,2025-09-11,4.07,3.89,0.18,2025-09-12,3.89,stop_loss,2470,10052.9,-444.6,-0.044226,-1.0,-1.6667,0.5556,1,99.0,setup_rsi2=3.19; next_open_entry; avg_value_10=32.4787M; adr20=11.3376; close_gt_ma50=True
rsi2,LQDA,2025-09-12,26.83,26.71,0.12,2025-09-12,26.71,same_day_stop_loss_red_candle,374,10034.42,-44.88,-0.004473,-1.0,-9.9166,2.5833,0,93.0,setup_rsi2=2.67; next_open_entry; avg_value_10=62.7310M; adr20=4.5580; close_gt_ma50=True
rsi2,MP,2025-09-08,62.65,61.401,1.249,2025-09-15,65.94,hold_5d_exit,160,10024.0,526.4,0.052514,2.6341,-0.8607,3.755,5,97.0,setup_rsi2=3.45; next_open_entry; avg_value_10=584.3547M; adr20=6.1362; close_gt_ma50=True
rsi2,APLD,2025-09-08,13.85,13.674,0.176,2025-09-15,19.35,hold_5d_exit,723,10013.55,3976.5,0.397112,31.2499,-3.9204,34.7158,5,91.0,setup_rsi2=1.06; next_open_entry; avg_value_10=352.0766M; adr20=8.1045; close_gt_ma50=True
rsi2,WWW,2025-09-12,30.0264,29.9575,0.0689,2025-09-15,29.859,stop_loss,334,10028.81,-55.92,-0.005576,-2.4286,-4.7142,13.8569,1,92.0,setup_rsi2=2.84; next_open_entry; avg_value_10=49.6896M; adr20=3.1337; close_gt_ma50=True
rsi2,INDV,2025-09-15,23.63,23.06,0.57,2025-09-15,23.06,same_day_stop_loss_red_candle,425,10042.75,-242.25,-0.024122,-1.0,-2.0439,0.0,0,93.0,setup_rsi2=1.11; next_open_entry; avg_value_10=51.4109M; adr20=2.9144; close_gt_ma50=True
rsi2,INDV,2025-09-16,23.2,22.465,0.735,2025-09-16,22.465,same_day_stop_loss_red_candle,433,10045.6,-318.26,-0.031681,-1.0,-1.2653,0.0,0,92.0,setup_rsi2=1.08; next_open_entry; avg_value_10=51.0939M; adr20=3.0292; close_gt_ma50=True
rsi2,WLDN,2025-09-10,96.43,93.8,2.63,2025-09-17,102.06,hold_5d_exit,104,10028.72,585.52,0.058384,2.1407,-0.3308,3.7224,5,94.0,setup_rsi2=0.18; next_open_entry; avg_value_10=45.2195M; adr20=5.3914; close_gt_ma50=True
rsi2,LQDA,2025-09-15,25.95,25.64,0.31,2025-09-17,25.64,stop_loss,387,10042.65,-119.97,-0.011946,-1.0,-3.1613,6.6129,2,93.0,setup_rsi2=0.71; next_open_entry; avg_value_10=64.4298M; adr20=4.7183; close_gt_ma50=True
rsi2,INDV,2025-09-17,22.89,22.27,0.62,2025-09-18,22.27,stop_loss,439,10048.71,-272.18,-0.027086,-1.0,-1.0806,0.7177,1,93.0,setup_rsi2=0.42; next_open_entry; avg_value_10=49.2398M; adr20=3.0143; close_gt_ma50=True
rsi2,WWW,2025-09-16,29.7113,29.7014,0.0098,2025-09-19,29.7014,stop_loss,338,10042.4,-3.33,-0.000332,-1.0,-79.9853,107.9802,3,91.0,setup_rsi2=1.92; next_open_entry; avg_value_10=48.5375M; adr20=3.2753; close_gt_ma50=True
rsi2,PGEN,2025-09-16,3.63,3.47,0.16,2025-09-23,3.71,hold_5d_exit,2771,10058.73,221.68,0.022039,0.5,-0.1875,3.1875,5,98.0,setup_rsi2=3.81; next_open_entry; avg_value_10=27.0246M; adr20=10.1416; close_gt_ma50=True
rsi2,AEO,2025-09-23,17.8082,17.6022,0.2059,2025-09-23,17.6022,same_day_stop_loss_red_candle,565,10061.61,-116.35,-0.011564,-1.0,-1.6191,1.7619,0,90.0,setup_rsi2=4.46; next_open_entry; avg_value_10=217.8939M; adr20=5.9055; close_gt_ma50=True
rsi2,RDDT,2025-09-24,241.51,235.85,5.66,2025-09-24,235.85,same_day_stop_loss_red_candle,41,9901.91,-232.06,-0.023436,-1.0,-1.1696,0.4399,0,91.0,setup_rsi2=3.18; next_open_entry; avg_value_10=1609.0929M; adr20=5.7534; close_gt_ma50=True
rsi2,LDI,2025-09-24,3.26,3.25,0.01,2025-09-25,3.16,stop_loss,3087,10063.62,-308.7,-0.030675,-10.0,-17.9,13.0,1,97.0,setup_rsi2=3.19; next_open_entry; avg_value_10=94.4273M; adr20=13.6857; close_gt_ma50=True
rsi2,KGC,2025-09-19,22.4726,21.9132,0.5593,2025-09-26,24.0806,hold_5d_exit,447,10045.23,718.79,0.071556,2.875,-0.1607,4.3036,5,92.0,setup_rsi2=4.71; next_open_entry; avg_value_10=357.9225M; adr20=2.5211; close_gt_ma50=True
rsi2,LDI,2025-09-26,3.25,3.081,0.169,2025-09-29,3.081,stop_loss,3099,10071.75,-523.73,-0.052,-1.0,-1.5385,0.6509,1,96.0,setup_rsi2=1.98; next_open_entry; avg_value_10=74.9187M; adr20=13.8355; close_gt_ma50=True
rsi2,PRCH,2025-09-26,17.45,16.86,0.59,2025-09-29,16.86,stop_loss,577,10068.65,-340.43,-0.033811,-1.0,-1.1356,0.1695,1,95.0,setup_rsi2=3.91; next_open_entry; avg_value_10=43.6916M; adr20=4.7759; close_gt_ma50=True
rsi2,PGY,2025-09-26,35.0,33.13,1.87,2025-09-29,33.13,stop_loss,287,10045.0,-536.69,-0.053429,-1.0,-1.7914,0.2781,1,94.0,setup_rsi2=2.73; next_open_entry; avg_value_10=162.4776M; adr20=6.8688; close_gt_ma50=True
rsi2,PRCH,2025-09-29,17.1,17.0,0.1,2025-09-29,17.0,same_day_stop_loss_red_candle,588,10054.8,-58.8,-0.005848,-1.0,-3.2,2.33,0,95.0,setup_rsi2=2.30; next_open_entry; avg_value_10=41.6557M; adr20=4.6211; close_gt_ma50=True
rsi2,ALAB,2025-09-26,200.535,191.66,8.875,2025-09-30,191.66,stop_loss,50,10026.75,-443.75,-0.044257,-1.0,-1.2682,1.0146,2,95.0,setup_rsi2=1.57; next_open_entry; avg_value_10=1790.1716M; adr20=6.5159; close_gt_ma50=True
rsi2,PRCH,2025-09-30,17.03,16.78,0.25,2025-09-30,16.78,same_day_stop_loss_red_candle,590,10047.7,-147.5,-0.01468,-1.0,-2.24,0.6,0,95.0,setup_rsi2=2.02; next_open_entry; avg_value_10=43.4696M; adr20=4.4115; close_gt_ma50=True
rsi2,RZLV,2025-09-30,5.42,5.01,0.41,2025-09-30,5.01,same_day_stop_loss_red_candle,1853,10043.26,-759.73,-0.075646,-1.0,-1.7561,0.0854,0,94.0,setup_rsi2=4.20; next_open_entry; avg_value_10=149.3441M; adr20=13.4920; close_gt_ma50=True
rsi2,OPEN,2025-09-24,7.6,6.91,0.69,2025-10-01,8.06,hold_5d_exit,1323,10054.8,608.58,0.060526,0.6667,-0.4203,2.3333,5,99.0,setup_rsi2=4.93; next_open_entry; avg_value_10=3991.9876M; adr20=17.3355; close_gt_ma50=True
rsi2,RDDT,2025-09-26,234.08,223.5,10.58,2025-10-01,213.0,stop_loss,43,10065.44,-906.44,-0.090055,-1.9924,-3.0076,1.1673,3,92.0,setup_rsi2=2.00; next_open_entry; avg_value_10=1605.2207M; adr20=5.4612; close_gt_ma50=True
rsi2,BMNR,2025-09-26,49.5654,47.1961,2.3693,2025-10-03,56.6334,hold_5d_exit,203,10061.79,1434.79,0.142598,2.9831,-0.9578,3.4768,5,99.0,setup_rsi2=4.80; next_open_entry; avg_value_10=3019.8563M; adr20=8.6871; close_gt_ma50=True
rsi2,CRDO,2025-09-26,146.305,138.0,8.305,2025-10-03,143.87,hold_5d_exit,68,9948.74,-165.58,-0.016643,-0.2932,-0.8495,1.2745,5,95.0,setup_rsi2=2.18; next_open_entry; avg_value_10=963.4774M; adr20=5.8539; close_gt_ma50=True
rsi2,LASR,2025-09-26,28.22,27.925,0.295,2025-10-03,30.85,hold_5d_exit,356,10046.32,936.28,0.093196,8.9153,-1.4576,13.7288,5,94.0,setup_rsi2=4.78; next_open_entry; avg_value_10=31.3649M; adr20=4.6783; close_gt_ma50=True
rsi2,PRCH,2025-10-01,16.76,16.47,0.29,2025-10-06,16.47,stop_loss,598,10022.48,-173.42,-0.017303,-1.0,-1.4414,2.3793,3,94.0,setup_rsi2=0.89; next_open_entry; avg_value_10=42.0800M; adr20=4.4754; close_gt_ma50=True
rsi2,PSIX,2025-10-02,93.9,90.56,3.34,2025-10-06,90.56,stop_loss,107,10047.3,-357.38,-0.03557,-1.0,-2.8563,1.4401,2,94.0,setup_rsi2=0.83; next_open_entry; avg_value_10=76.2003M; adr20=7.5711; close_gt_ma50=True
rsi2,AMPX,2025-10-01,10.48,10.05,0.43,2025-10-08,12.42,hold_5d_exit,957,10029.36,1856.58,0.185115,4.5116,-0.2791,8.3489,5,99.0,setup_rsi2=3.81; next_open_entry; avg_value_10=112.0482M; adr20=9.8740; close_gt_ma50=True
rsi2,IONQ,2025-10-01,61.385,60.59,0.795,2025-10-08,74.3,hold_5d_exit,163,10005.75,2105.15,0.210394,16.2453,-1.566,27.151,5,95.0,setup_rsi2=3.05; next_open_entry; avg_value_10=2524.6813M; adr20=8.0915; close_gt_ma50=True
rsi2,RZLV,2025-10-01,6.05,4.7,1.35,2025-10-08,6.24,hold_5d_exit,1662,10055.1,315.78,0.031405,0.1407,-0.8222,1.1333,5,95.0,setup_rsi2=2.94; next_open_entry; avg_value_10=173.1149M; adr20=14.1644; close_gt_ma50=True
rsi2,WBD,2025-10-09,17.84,17.68,0.16,2025-10-09,17.68,same_day_stop_loss_red_candle,565,10079.6,-90.4,-0.008969,-1.0,-3.6875,2.5625,0,92.0,setup_rsi2=3.24; next_open_entry; avg_value_10=616.9858M; adr20=5.1571; close_gt_ma50=True
rsi2,NKTR,2025-10-10,55.7,53.75,1.95,2025-10-10,53.75,same_day_stop_loss_red_candle,181,10081.7,-352.95,-0.035009,-1.0,-1.4308,0.4051,0,98.0,setup_rsi2=4.05; next_open_entry; avg_value_10=46.4214M; adr20=6.3165; close_gt_ma50=True
rsi2,STX,2025-10-10,219.4405,217.6782,1.7623,2025-10-10,217.6782,same_day_stop_loss_red_candle,45,9874.82,-79.3,-0.008031,-1.0,-4.3899,2.1808,0,92.0,setup_rsi2=4.63; next_open_entry; avg_value_10=1362.7821M; adr20=4.7587; close_gt_ma50=True
rsi2,WBD,2025-10-10,17.72,17.25,0.47,2025-10-10,17.25,same_day_stop_loss_red_candle,568,10064.96,-266.96,-0.026524,-1.0,-1.3617,1.6809,0,90.0,setup_rsi2=2.27; next_open_entry; avg_value_10=610.3729M; adr20=4.9630; close_gt_ma50=True
rsi2,APP,2025-10-07,595.215,545.0,50.215,2025-10-14,590.03,hold_5d_exit,16,9523.44,-82.96,-0.008711,-0.1033,-0.6559,1.1902,5,92.0,setup_rsi2=2.10; next_open_entry; avg_value_10=5271.9606M; adr20=5.3873; close_gt_ma50=True
rsi2,UMAC,2025-10-13,13.78,13.26,0.52,2025-10-14,13.26,stop_loss,732,10086.96,-380.64,-0.037736,-1.0,-1.2115,3.4039,1,93.0,setup_rsi2=2.34; next_open_entry; avg_value_10=67.7619M; adr20=11.3554; close_gt_ma50=True
rsi2,STX,2025-10-13,224.578,211.7043,12.8737,2025-10-14,211.7043,stop_loss,44,9881.43,-566.44,-0.057324,-1.0,-1.1593,0.007,1,92.0,setup_rsi2=1.80; next_open_entry; avg_value_10=1319.7935M; adr20=4.6053; close_gt_ma50=True
rsi2,TTMI,2025-10-13,55.81,53.5,2.31,2025-10-14,53.5,stop_loss,180,10045.8,-415.8,-0.04139,-1.0,-1.0606,0.29,1,91.0,setup_rsi2=4.74; next_open_entry; avg_value_10=160.2711M; adr20=5.2680; close_gt_ma50=True
rsi2,DK,2025-10-08,31.0246,29.6403,1.3843,2025-10-15,33.6067,hold_5d_exit,325,10083.0,839.18,0.083228,1.8652,-0.2766,3.0922,5,91.0,setup_rsi2=2.70; next_open_entry; avg_value_10=54.6354M; adr20=5.2106; close_gt_ma50=True
rsi2,RZLV,2025-10-13,5.38,5.07,0.31,2025-10-16,5.07,stop_loss,1875,10087.5,-581.25,-0.057621,-1.0,-1.3548,1.1935,3,92.0,setup_rsi2=3.67; next_open_entry; avg_value_10=210.2421M; adr20=13.3381; close_gt_ma50=True
rsi2,DGNX,2025-10-17,126.4,125.28,1.12,2025-10-17,125.28,same_day_stop_loss_red_candle,79,9985.6,-88.48,-0.008861,-1.0,-13.8571,3.5,0,96.0,setup_rsi2=4.10; next_open_entry; avg_value_10=36.6254M; adr20=20.4750; close_gt_ma50=True
